BGC,Period,SMR_text,SMR,AET_PET,Pl,Sx,Fd,Bl,Cw,Hw,Lw,Py,Ac,At
BGxh1,1981-2010,mesic,4,0.684981202,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh1,1981-2010,subhygric,5,0.98443377,L,L,L,L,L,L,L,L,M,L
BGxh1,1981-2010,submesic,3,0.642601282,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxh1,1981-2010,subxeric,2,0.612884754,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh1,1981-2010,xeric,1,0.566746242,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh1,2020,mesic,4,0.694235005,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh1,2020,subhygric,5,0.993921185,L,L,L,L,L,L,L,L,L,L
BGxh1,2020,submesic,3,0.651355973,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh1,2020,subxeric,2,0.619371827,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh1,2020,xeric,1,0.572937026,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh1,2050,mesic,4,0.655668046,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh1,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh1,2050,submesic,3,0.619245741,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh1,2050,subxeric,2,0.590403251,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh1,2050,xeric,1,0.541717126,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh1,2080,mesic,4,0.62154768,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh1,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh1,2080,submesic,3,0.589379997,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh1,2080,subxeric,2,0.56386522,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh1,2080,xeric,1,0.517113918,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,1961-1990,mesic,4,0.673138243,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh2,1961-1990,subhygric,5,0.998482976,L,L,L,L,L,L,L,L,L,L
BGxh2,1961-1990,submesic,3,0.620695803,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh2,1961-1990,subxeric,2,0.583513122,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh2,1961-1990,xeric,1,0.537196834,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,1971-2000,mesic,4,0.66929389,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh2,1971-2000,subhygric,5,0.99664925,L,L,L,L,L,L,L,L,L,L
BGxh2,1971-2000,submesic,3,0.620863904,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh2,1971-2000,subxeric,2,0.58661607,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh2,1971-2000,xeric,1,0.540842936,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,1981-2010,mesic,4,0.667489427,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh2,1981-2010,subhygric,5,0.997280606,L,L,L,L,L,L,L,L,L,L
BGxh2,1981-2010,submesic,3,0.619215497,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh2,1981-2010,subxeric,2,0.583357368,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh2,1981-2010,xeric,1,0.534837298,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2020,mesic,4,0.650269736,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh2,2020,subhygric,5,0.999908822,L,L,L,L,L,L,L,L,L,L
BGxh2,2020,submesic,3,0.60464943,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh2,2020,subxeric,2,0.566905561,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2020,xeric,1,0.510568186,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2050,mesic,4,0.606778995,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh2,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh2,2050,submesic,3,0.567394358,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2050,subxeric,2,0.533058067,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2050,xeric,1,0.480860166,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2080,mesic,4,0.5753617,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh2,2080,submesic,3,0.547090556,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2080,subxeric,2,0.517714428,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh2,2080,xeric,1,0.465511718,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh3,1961-1990,mesic,4,0.769639348,M,VH,L,VH,H,H,M,L,VH,M
BGxh3,1961-1990,subhygric,5,0.99969012,L,L,L,L,L,L,L,L,L,L
BGxh3,1961-1990,submesic,3,0.71581175,H,VH,L,VH,VH,VH,H,L,VH,H
BGxh3,1961-1990,subxeric,2,0.681299726,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh3,1961-1990,xeric,1,0.634949483,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxh3,1971-2000,mesic,4,0.772331412,M,VH,L,VH,H,H,M,L,VH,M
BGxh3,1971-2000,subhygric,5,0.999326762,L,L,L,L,L,L,L,L,L,L
BGxh3,1971-2000,submesic,3,0.71895368,H,VH,L,VH,VH,VH,H,L,VH,H
BGxh3,1971-2000,subxeric,2,0.683905249,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh3,1971-2000,xeric,1,0.637724234,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxh3,1981-2010,mesic,4,0.781331534,M,VH,L,VH,M,H,L,L,VH,M
BGxh3,1981-2010,subhygric,5,0.999426415,L,L,L,L,L,L,L,L,L,L
BGxh3,1981-2010,submesic,3,0.729595728,H,VH,L,VH,VH,VH,H,L,VH,H
BGxh3,1981-2010,subxeric,2,0.69534222,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh3,1981-2010,xeric,1,0.647302722,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxh3,2020,mesic,4,0.741672519,H,VH,L,VH,H,VH,M,L,VH,H
BGxh3,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh3,2020,submesic,3,0.691034835,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh3,2020,subxeric,2,0.654197581,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh3,2020,xeric,1,0.599311842,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh3,2050,mesic,4,0.697423522,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxh3,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh3,2050,submesic,3,0.650209349,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh3,2050,subxeric,2,0.61317739,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh3,2050,xeric,1,0.557706863,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxh3,2080,mesic,4,0.67468249,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxh3,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxh3,2080,submesic,3,0.628672891,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxh3,2080,subxeric,2,0.592078527,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxh3,2080,xeric,1,0.53705952,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxw1,1961-1990,mesic,4,0.761513348,M,VH,L,VH,H,H,M,L,VH,M
BGxw1,1961-1990,subhygric,5,0.998861706,L,L,L,L,L,L,L,L,L,L
BGxw1,1961-1990,submesic,3,0.707325264,VH,VH,L,VH,VH,VH,H,L,VH,VH
BGxw1,1961-1990,subxeric,2,0.671356245,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw1,1961-1990,xeric,1,0.625271354,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxw1,1971-2000,mesic,4,0.766857849,M,VH,L,VH,H,H,M,L,VH,M
BGxw1,1971-2000,subhygric,5,0.997806699,L,L,L,L,L,L,L,L,L,L
BGxw1,1971-2000,submesic,3,0.714325707,H,VH,L,VH,VH,VH,H,L,VH,H
BGxw1,1971-2000,subxeric,2,0.67984966,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw1,1971-2000,xeric,1,0.633819,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxw1,1981-2010,mesic,4,0.762697347,M,VH,L,VH,H,H,M,L,VH,M
BGxw1,1981-2010,subhygric,5,0.997357797,L,L,L,L,L,L,L,L,L,L
BGxw1,1981-2010,submesic,3,0.709651465,VH,VH,L,VH,VH,VH,H,L,VH,VH
BGxw1,1981-2010,subxeric,2,0.67414001,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw1,1981-2010,xeric,1,0.625403267,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxw1,2020,mesic,4,0.730887282,H,VH,L,VH,H,VH,M,L,VH,H
BGxw1,2020,subhygric,5,0.999484633,L,L,L,L,L,L,L,L,L,L
BGxw1,2020,submesic,3,0.680911153,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxw1,2020,subxeric,2,0.643877234,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxw1,2020,xeric,1,0.588518694,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxw1,2050,mesic,4,0.693922957,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxw1,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxw1,2050,submesic,3,0.647487139,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxw1,2050,subxeric,2,0.612455123,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxw1,2050,xeric,1,0.556412351,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxw1,2080,mesic,4,0.668948238,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw1,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxw1,2080,submesic,3,0.625369212,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxw1,2080,subxeric,2,0.589111251,VH,VH,VH,VH,VH,VH,VH,H,VH,VH
BGxw1,2080,xeric,1,0.53396587,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxw2,1961-1990,mesic,4,0.791454161,M,VH,L,VH,M,H,L,L,VH,M
BGxw2,1961-1990,subhygric,5,0.999915074,L,L,L,L,L,L,L,L,L,L
BGxw2,1961-1990,submesic,3,0.738017025,H,VH,L,VH,H,VH,M,L,VH,H
BGxw2,1961-1990,subxeric,2,0.704918277,VH,VH,L,VH,VH,VH,H,L,VH,VH
BGxw2,1961-1990,xeric,1,0.659381688,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw2,1971-2000,mesic,4,0.795407531,M,VH,L,VH,M,H,L,L,VH,M
BGxw2,1971-2000,subhygric,5,0.999781972,L,L,L,L,L,L,L,L,L,L
BGxw2,1971-2000,submesic,3,0.74191769,H,VH,L,VH,H,VH,M,L,VH,H
BGxw2,1971-2000,subxeric,2,0.709014615,VH,VH,L,VH,VH,VH,H,L,VH,VH
BGxw2,1971-2000,xeric,1,0.663616269,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw2,1981-2010,mesic,4,0.801835744,M,H,L,VH,M,M,L,L,VH,M
BGxw2,1981-2010,subhygric,5,0.999804003,L,L,L,L,L,L,L,L,L,L
BGxw2,1981-2010,submesic,3,0.749610731,H,VH,L,VH,H,VH,M,L,VH,H
BGxw2,1981-2010,subxeric,2,0.717441416,H,VH,L,VH,VH,VH,H,L,VH,H
BGxw2,1981-2010,xeric,1,0.670845921,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw2,2020,mesic,4,0.762042071,M,VH,L,VH,H,H,M,L,VH,M
BGxw2,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxw2,2020,submesic,3,0.712230055,H,VH,L,VH,VH,VH,H,L,VH,H
BGxw2,2020,subxeric,2,0.674822526,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw2,2020,xeric,1,0.618374954,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxw2,2050,mesic,4,0.717581994,H,VH,L,VH,VH,VH,H,L,VH,H
BGxw2,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxw2,2050,submesic,3,0.672201975,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw2,2050,subxeric,2,0.634091605,VH,VH,H,VH,VH,VH,VH,M,VH,VH
BGxw2,2050,xeric,1,0.575535066,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BGxw2,2080,mesic,4,0.695533888,VH,VH,M,VH,VH,VH,H,L,VH,VH
BGxw2,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BGxw2,2080,submesic,3,0.650684485,VH,VH,M,VH,VH,VH,VH,M,VH,VH
BGxw2,2080,subxeric,2,0.612953442,VH,VH,H,VH,VH,VH,VH,H,VH,VH
BGxw2,2080,xeric,1,0.555003511,VH,VH,VH,VH,VH,VH,VH,VH,VH,VH
BWBSdk,1961-1990,mesic,4,0.971154158,L,L,L,L,L,L,L,L,M,L
BWBSdk,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSdk,1961-1990,submesic,3,0.928895851,L,L,L,M,L,L,L,L,H,L
BWBSdk,1961-1990,subxeric,2,0.900983419,L,L,L,M,L,L,L,L,H,L
BWBSdk,1961-1990,xeric,1,0.863576141,L,M,L,H,L,L,L,L,VH,L
BWBSdk,1971-2000,mesic,4,0.966891163,L,L,L,L,L,L,L,L,M,L
BWBSdk,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSdk,1971-2000,submesic,3,0.92276372,L,L,L,M,L,L,L,L,H,L
BWBSdk,1971-2000,subxeric,2,0.894961074,L,M,L,M,L,L,L,L,VH,L
BWBSdk,1971-2000,xeric,1,0.858736188,L,M,L,H,L,L,L,L,VH,L
BWBSdk,1981-2010,mesic,4,0.968290946,L,L,L,L,L,L,L,L,M,L
BWBSdk,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSdk,1981-2010,submesic,3,0.925925106,L,L,L,M,L,L,L,L,H,L
BWBSdk,1981-2010,subxeric,2,0.898223678,L,M,L,M,L,L,L,L,VH,L
BWBSdk,1981-2010,xeric,1,0.861636183,L,M,L,H,L,L,L,L,VH,L
BWBSdk,2020,mesic,4,0.948081608,L,L,L,L,L,L,L,L,H,L
BWBSdk,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSdk,2020,submesic,3,0.904885234,L,L,L,M,L,L,L,L,H,L
BWBSdk,2020,subxeric,2,0.879289295,L,M,L,H,L,L,L,L,VH,L
BWBSdk,2020,xeric,1,0.843871605,L,H,L,H,L,M,L,L,VH,L
BWBSdk,2050,mesic,4,0.922398206,L,L,L,M,L,L,L,L,H,L
BWBSdk,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSdk,2050,submesic,3,0.879877133,L,M,L,H,L,L,L,L,VH,L
BWBSdk,2050,subxeric,2,0.856110522,L,M,L,H,L,L,L,L,VH,L
BWBSdk,2050,xeric,1,0.817513433,L,H,L,VH,M,M,L,L,VH,L
BWBSdk,2080,mesic,4,0.911635935,L,L,L,M,L,L,L,L,H,L
BWBSdk,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSdk,2080,submesic,3,0.871630822,L,M,L,H,L,L,L,L,VH,L
BWBSdk,2080,subxeric,2,0.848972162,L,H,L,H,L,M,L,L,VH,L
BWBSdk,2080,xeric,1,0.807642038,M,H,L,VH,M,M,L,L,VH,M
BWBSmk,1961-1990,mesic,4,0.973962148,L,L,L,L,L,L,L,L,M,L
BWBSmk,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmk,1961-1990,submesic,3,0.931954632,L,L,L,L,L,L,L,L,H,L
BWBSmk,1961-1990,subxeric,2,0.90698729,L,L,L,M,L,L,L,L,H,L
BWBSmk,1961-1990,xeric,1,0.864964291,L,M,L,H,L,L,L,L,VH,L
BWBSmk,1971-2000,mesic,4,0.965444914,L,L,L,L,L,L,L,L,M,L
BWBSmk,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmk,1971-2000,submesic,3,0.922381763,L,L,L,M,L,L,L,L,H,L
BWBSmk,1971-2000,subxeric,2,0.897761821,L,M,L,M,L,L,L,L,VH,L
BWBSmk,1971-2000,xeric,1,0.852840586,L,M,L,H,L,L,L,L,VH,L
BWBSmk,1981-2010,mesic,4,0.961245218,L,L,L,L,L,L,L,L,M,L
BWBSmk,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmk,1981-2010,submesic,3,0.917645367,L,L,L,M,L,L,L,L,H,L
BWBSmk,1981-2010,subxeric,2,0.892954689,L,M,L,M,L,L,L,L,VH,L
BWBSmk,1981-2010,xeric,1,0.849284661,L,H,L,H,L,M,L,L,VH,L
BWBSmk,2020,mesic,4,0.924446762,L,L,L,M,L,L,L,L,H,L
BWBSmk,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmk,2020,submesic,3,0.880424754,L,M,L,M,L,L,L,L,VH,L
BWBSmk,2020,subxeric,2,0.854551892,L,M,L,H,L,L,L,L,VH,L
BWBSmk,2020,xeric,1,0.811503361,L,H,L,VH,M,M,L,L,VH,L
BWBSmk,2050,mesic,4,0.917387688,L,L,L,M,L,L,L,L,H,L
BWBSmk,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmk,2050,submesic,3,0.875898367,L,M,L,H,L,L,L,L,VH,L
BWBSmk,2050,subxeric,2,0.852115842,L,M,L,H,L,L,L,L,VH,L
BWBSmk,2050,xeric,1,0.806613212,M,H,L,VH,M,M,L,L,VH,M
BWBSmk,2080,mesic,4,0.896717352,L,M,L,M,L,L,L,L,VH,L
BWBSmk,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmk,2080,submesic,3,0.858001909,L,M,L,H,L,L,L,L,VH,L
BWBSmk,2080,subxeric,2,0.833809476,L,H,L,H,L,M,L,L,VH,L
BWBSmk,2080,xeric,1,0.789407494,M,VH,L,VH,M,H,L,L,VH,M
BWBSmw,1961-1990,mesic,4,0.954989665,L,L,L,L,L,L,L,L,M,L
BWBSmw,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmw,1961-1990,submesic,3,0.904868207,L,L,L,M,L,L,L,L,H,L
BWBSmw,1961-1990,subxeric,2,0.873909335,L,M,L,H,L,L,L,L,VH,L
BWBSmw,1961-1990,xeric,1,0.816840479,L,H,L,VH,M,M,L,L,VH,L
BWBSmw,1971-2000,mesic,4,0.951346886,L,L,L,L,L,L,L,L,M,L
BWBSmw,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmw,1971-2000,submesic,3,0.90226423,L,L,L,M,L,L,L,L,H,L
BWBSmw,1971-2000,subxeric,2,0.872148079,L,M,L,H,L,L,L,L,VH,L
BWBSmw,1971-2000,xeric,1,0.812898878,L,H,L,VH,M,M,L,L,VH,L
BWBSmw,1981-2010,mesic,4,0.939400584,L,L,L,L,L,L,L,L,H,L
BWBSmw,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmw,1981-2010,submesic,3,0.890642314,L,M,L,M,L,L,L,L,VH,L
BWBSmw,1981-2010,subxeric,2,0.860922543,L,M,L,H,L,L,L,L,VH,L
BWBSmw,1981-2010,xeric,1,0.805122304,M,H,L,VH,M,M,L,L,VH,M
BWBSmw,2020,mesic,4,0.903031155,L,L,L,M,L,L,L,L,H,L
BWBSmw,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmw,2020,submesic,3,0.858893888,L,M,L,H,L,L,L,L,VH,L
BWBSmw,2020,subxeric,2,0.829664892,L,H,L,VH,M,M,L,L,VH,L
BWBSmw,2020,xeric,1,0.771925226,M,VH,L,VH,H,H,M,L,VH,M
BWBSmw,2050,mesic,4,0.889942726,L,M,L,M,L,L,L,L,VH,L
BWBSmw,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmw,2050,submesic,3,0.844673483,L,H,L,H,L,M,L,L,VH,L
BWBSmw,2050,subxeric,2,0.813817608,L,H,L,VH,M,M,L,L,VH,L
BWBSmw,2050,xeric,1,0.748829124,H,VH,L,VH,H,VH,M,L,VH,H
BWBSmw,2080,mesic,4,0.879242273,L,M,L,H,L,L,L,L,VH,L
BWBSmw,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSmw,2080,submesic,3,0.834553208,L,H,L,H,L,M,L,L,VH,L
BWBSmw,2080,subxeric,2,0.802117566,M,H,L,VH,M,M,L,L,VH,M
BWBSmw,2080,xeric,1,0.735626851,H,VH,L,VH,H,VH,M,L,VH,H
BWBSvk,1961-1990,mesic,4,1,L,L,L,L,L,L,L,L,L,L
BWBSvk,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
BWBSvk,1961-1990,submesic,3,0.999572166,L,L,L,L,L,L,L,L,L,L
BWBSvk,1961-1990,subxeric,2,0.997546591,L,L,L,L,L,L,L,L,L,L
