BGC,Period,SMR_text,SMR,AET_PET,Pl,Sx,Fd,Bl,Cw,Hw,Lw,Py,Ac,At
ESSFmm2,2050,subxeric,2,0.950234453,L,L,L,L,L,L,L,L,M,L
ESSFmm2,2050,xeric,1,0.91654175,L,L,L,M,L,L,L,L,H,L
ESSFmm2,2080,mesic,4,0.984144143,L,L,L,L,L,L,L,L,M,L
ESSFmm2,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm2,2080,submesic,3,0.958345722,L,L,L,L,L,L,L,L,M,L
ESSFmm2,2080,subxeric,2,0.938073344,L,L,L,L,L,L,L,L,H,L
ESSFmm2,2080,xeric,1,0.899329195,L,M,L,M,L,L,L,L,VH,L
ESSFmm3,1961-1990,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1961-1990,submesic,3,0.999967674,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1961-1990,subxeric,2,0.999811605,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1961-1990,xeric,1,0.998492974,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1971-2000,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1971-2000,submesic,3,0.999967674,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1971-2000,subxeric,2,0.999814281,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1971-2000,xeric,1,0.998474969,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1981-2010,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1981-2010,submesic,3,0.999935309,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1981-2010,subxeric,2,0.999737764,L,L,L,L,L,L,L,L,L,L
ESSFmm3,1981-2010,xeric,1,0.997886056,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2020,mesic,4,0.998610317,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2020,submesic,3,0.995081368,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2020,subxeric,2,0.99095894,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2020,xeric,1,0.98173163,L,L,L,L,L,L,L,L,M,L
ESSFmm3,2050,mesic,4,0.996734634,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2050,submesic,3,0.990399182,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2050,subxeric,2,0.98396222,L,L,L,L,L,L,L,L,M,L
ESSFmm3,2050,xeric,1,0.969598526,L,L,L,L,L,L,L,L,M,L
ESSFmm3,2080,mesic,4,0.992523108,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmm3,2080,submesic,3,0.980175526,L,L,L,L,L,L,L,L,M,L
ESSFmm3,2080,subxeric,2,0.968887342,L,L,L,L,L,L,L,L,M,L
ESSFmm3,2080,xeric,1,0.946632619,L,L,L,L,L,L,L,L,H,L
ESSFmmp,1961-1990,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1961-1990,submesic,3,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1961-1990,subxeric,2,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1961-1990,xeric,1,0.999950193,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1971-2000,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1971-2000,submesic,3,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1971-2000,subxeric,2,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1971-2000,xeric,1,0.999933868,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1981-2010,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1981-2010,submesic,3,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1981-2010,subxeric,2,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,1981-2010,xeric,1,0.999907122,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2020,mesic,4,0.99994785,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2020,submesic,3,0.995758192,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2020,subxeric,2,0.986426737,L,L,L,L,L,L,L,L,M,L
ESSFmmp,2020,xeric,1,0.963232829,L,L,L,L,L,L,L,L,M,L
ESSFmmp,2050,mesic,4,0.997776261,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2050,submesic,3,0.982747349,L,L,L,L,L,L,L,L,M,L
ESSFmmp,2050,subxeric,2,0.967667143,L,L,L,L,L,L,L,L,M,L
ESSFmmp,2050,xeric,1,0.936863797,L,L,L,L,L,L,L,L,H,L
ESSFmmp,2080,mesic,4,0.993101652,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmp,2080,submesic,3,0.973311516,L,L,L,L,L,L,L,L,M,L
ESSFmmp,2080,subxeric,2,0.955154571,L,L,L,L,L,L,L,L,M,L
ESSFmmp,2080,xeric,1,0.917255722,L,L,L,M,L,L,L,L,H,L
ESSFmmw,1961-1990,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1961-1990,submesic,3,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1961-1990,subxeric,2,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1961-1990,xeric,1,0.999977773,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1971-2000,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1971-2000,submesic,3,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1971-2000,subxeric,2,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1971-2000,xeric,1,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1981-2010,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1981-2010,submesic,3,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1981-2010,subxeric,2,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,1981-2010,xeric,1,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2020,mesic,4,0.999789108,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2020,submesic,3,0.998715688,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2020,subxeric,2,0.997119129,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2020,xeric,1,0.993687581,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2050,mesic,4,0.999404173,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2050,submesic,3,0.997236823,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2050,subxeric,2,0.994515294,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2050,xeric,1,0.988243005,L,L,L,L,L,L,L,L,M,L
ESSFmmw,2080,mesic,4,0.997439353,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2080,submesic,3,0.991797653,L,L,L,L,L,L,L,L,L,L
ESSFmmw,2080,subxeric,2,0.986092708,L,L,L,L,L,L,L,L,M,L
ESSFmmw,2080,xeric,1,0.973279703,L,L,L,L,L,L,L,L,M,L
ESSFmv1,1961-1990,mesic,4,0.99527102,L,L,L,L,L,L,L,L,L,L
ESSFmv1,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv1,1961-1990,submesic,3,0.968883751,L,L,L,L,L,L,L,L,M,L
ESSFmv1,1961-1990,subxeric,2,0.945003368,L,L,L,L,L,L,L,L,H,L
ESSFmv1,1961-1990,xeric,1,0.904349112,L,L,L,M,L,L,L,L,H,L
ESSFmv1,1971-2000,mesic,4,0.993517522,L,L,L,L,L,L,L,L,L,L
ESSFmv1,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv1,1971-2000,submesic,3,0.964945883,L,L,L,L,L,L,L,L,M,L
ESSFmv1,1971-2000,subxeric,2,0.940740852,L,L,L,L,L,L,L,L,H,L
ESSFmv1,1971-2000,xeric,1,0.900979841,L,L,L,M,L,L,L,L,H,L
ESSFmv1,1981-2010,mesic,4,0.991898307,L,L,L,L,L,L,L,L,L,L
ESSFmv1,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv1,1981-2010,submesic,3,0.960895752,L,L,L,L,L,L,L,L,M,L
ESSFmv1,1981-2010,subxeric,2,0.936732366,L,L,L,L,L,L,L,L,H,L
ESSFmv1,1981-2010,xeric,1,0.896276683,L,M,L,M,L,L,L,L,VH,L
ESSFmv1,2020,mesic,4,0.959616586,L,L,L,L,L,L,L,L,M,L
ESSFmv1,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv1,2020,submesic,3,0.914020207,L,L,L,M,L,L,L,L,H,L
ESSFmv1,2020,subxeric,2,0.888501271,L,M,L,M,L,L,L,L,VH,L
ESSFmv1,2020,xeric,1,0.848188939,L,H,L,H,L,M,L,L,VH,L
ESSFmv1,2050,mesic,4,0.935409099,L,L,L,L,L,L,L,L,H,L
ESSFmv1,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv1,2050,submesic,3,0.888358072,L,M,L,M,L,L,L,L,VH,L
ESSFmv1,2050,subxeric,2,0.862359315,L,M,L,H,L,L,L,L,VH,L
ESSFmv1,2050,xeric,1,0.81810855,L,H,L,VH,M,M,L,L,VH,L
ESSFmv1,2080,mesic,4,0.911558828,L,L,L,M,L,L,L,L,H,L
ESSFmv1,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv1,2080,submesic,3,0.867464423,L,M,L,H,L,L,L,L,VH,L
ESSFmv1,2080,subxeric,2,0.841482352,L,H,L,H,L,M,L,L,VH,L
ESSFmv1,2080,xeric,1,0.790528736,M,VH,L,VH,M,H,L,L,VH,M
ESSFmv2,1961-1990,mesic,4,0.999839012,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1961-1990,submesic,3,0.995670525,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1961-1990,subxeric,2,0.987593793,L,L,L,L,L,L,L,L,M,L
ESSFmv2,1961-1990,xeric,1,0.962849773,L,L,L,L,L,L,L,L,M,L
ESSFmv2,1971-2000,mesic,4,0.999547806,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1971-2000,submesic,3,0.994041003,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1971-2000,subxeric,2,0.984463441,L,L,L,L,L,L,L,L,M,L
ESSFmv2,1971-2000,xeric,1,0.956069207,L,L,L,L,L,L,L,L,M,L
ESSFmv2,1981-2010,mesic,4,0.999282554,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1981-2010,submesic,3,0.992368258,L,L,L,L,L,L,L,L,L,L
ESSFmv2,1981-2010,subxeric,2,0.981651228,L,L,L,L,L,L,L,L,M,L
ESSFmv2,1981-2010,xeric,1,0.953013739,L,L,L,L,L,L,L,L,M,L
ESSFmv2,2020,mesic,4,0.994142122,L,L,L,L,L,L,L,L,L,L
ESSFmv2,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv2,2020,submesic,3,0.967661452,L,L,L,L,L,L,L,L,M,L
ESSFmv2,2020,subxeric,2,0.946598473,L,L,L,L,L,L,L,L,H,L
ESSFmv2,2020,xeric,1,0.898055025,L,M,L,M,L,L,L,L,VH,L
ESSFmv2,2050,mesic,4,0.982937783,L,L,L,L,L,L,L,L,M,L
ESSFmv2,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv2,2050,submesic,3,0.950766516,L,L,L,L,L,L,L,L,M,L
ESSFmv2,2050,subxeric,2,0.92622259,L,L,L,M,L,L,L,L,H,L
ESSFmv2,2050,xeric,1,0.871060362,L,M,L,H,L,L,L,L,VH,L
ESSFmv2,2080,mesic,4,0.97659752,L,L,L,L,L,L,L,L,M,L
ESSFmv2,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv2,2080,submesic,3,0.946183915,L,L,L,L,L,L,L,L,H,L
ESSFmv2,2080,subxeric,2,0.919238269,L,L,L,M,L,L,L,L,H,L
ESSFmv2,2080,xeric,1,0.860629435,L,M,L,H,L,L,L,L,VH,L
ESSFmv3,1961-1990,mesic,4,0.99992331,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1961-1990,submesic,3,0.997445903,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1961-1990,subxeric,2,0.990583937,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1961-1990,xeric,1,0.973143161,L,L,L,L,L,L,L,L,M,L
ESSFmv3,1971-2000,mesic,4,0.99992331,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1971-2000,submesic,3,0.997590151,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1971-2000,subxeric,2,0.989809896,L,L,L,L,L,L,L,L,M,L
ESSFmv3,1971-2000,xeric,1,0.970476495,L,L,L,L,L,L,L,L,M,L
ESSFmv3,1981-2010,mesic,4,0.999667819,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1981-2010,submesic,3,0.995803844,L,L,L,L,L,L,L,L,L,L
ESSFmv3,1981-2010,subxeric,2,0.987111445,L,L,L,L,L,L,L,L,M,L
ESSFmv3,1981-2010,xeric,1,0.965981384,L,L,L,L,L,L,L,L,M,L
ESSFmv3,2020,mesic,4,0.995188552,L,L,L,L,L,L,L,L,L,L
ESSFmv3,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv3,2020,submesic,3,0.964031091,L,L,L,L,L,L,L,L,M,L
ESSFmv3,2020,subxeric,2,0.940710857,L,L,L,L,L,L,L,L,H,L
ESSFmv3,2020,xeric,1,0.908169891,L,L,L,M,L,L,L,L,H,L
ESSFmv3,2050,mesic,4,0.983167666,L,L,L,L,L,L,L,L,M,L
ESSFmv3,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv3,2050,submesic,3,0.945326453,L,L,L,L,L,L,L,L,H,L
ESSFmv3,2050,subxeric,2,0.921540152,L,L,L,M,L,L,L,L,H,L
ESSFmv3,2050,xeric,1,0.882133236,L,M,L,M,L,L,L,L,VH,L
ESSFmv3,2080,mesic,4,0.96908955,L,L,L,L,L,L,L,L,M,L
ESSFmv3,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv3,2080,submesic,3,0.931296574,L,L,L,L,L,L,L,L,H,L
ESSFmv3,2080,subxeric,2,0.907789734,L,L,L,M,L,L,L,L,H,L
ESSFmv3,2080,xeric,1,0.865945166,L,M,L,H,L,L,L,L,VH,L
ESSFmv4,1961-1990,mesic,4,0.999738166,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1961-1990,submesic,3,0.994434548,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1961-1990,subxeric,2,0.982259846,L,L,L,L,L,L,L,L,M,L
ESSFmv4,1961-1990,xeric,1,0.95083491,L,L,L,L,L,L,L,L,M,L
ESSFmv4,1971-2000,mesic,4,0.999642026,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1971-2000,submesic,3,0.992813723,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1971-2000,subxeric,2,0.978202461,L,L,L,L,L,L,L,L,M,L
ESSFmv4,1971-2000,xeric,1,0.944231965,L,L,L,L,L,L,L,L,H,L
ESSFmv4,1981-2010,mesic,4,0.99928506,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1981-2010,submesic,3,0.990432933,L,L,L,L,L,L,L,L,L,L
ESSFmv4,1981-2010,subxeric,2,0.976423941,L,L,L,L,L,L,L,L,M,L
ESSFmv4,1981-2010,xeric,1,0.94343837,L,L,L,L,L,L,L,L,H,L
ESSFmv4,2020,mesic,4,0.99802318,L,L,L,L,L,L,L,L,L,L
ESSFmv4,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv4,2020,submesic,3,0.971835068,L,L,L,L,L,L,L,L,M,L
ESSFmv4,2020,subxeric,2,0.949244902,L,L,L,L,L,L,L,L,H,L
ESSFmv4,2020,xeric,1,0.908439918,L,L,L,M,L,L,L,L,H,L
ESSFmv4,2050,mesic,4,0.989840535,L,L,L,L,L,L,L,L,M,L
ESSFmv4,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv4,2050,submesic,3,0.958070672,L,L,L,L,L,L,L,L,M,L
ESSFmv4,2050,subxeric,2,0.932858021,L,L,L,L,L,L,L,L,H,L
ESSFmv4,2050,xeric,1,0.885426764,L,M,L,M,L,L,L,L,VH,L
ESSFmv4,2080,mesic,4,0.979433298,L,L,L,L,L,L,L,L,M,L
ESSFmv4,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmv4,2080,submesic,3,0.944656823,L,L,L,L,L,L,L,L,H,L
ESSFmv4,2080,subxeric,2,0.920753446,L,L,L,M,L,L,L,L,H,L
ESSFmv4,2080,xeric,1,0.873442561,L,M,L,H,L,L,L,L,VH,L
ESSFmvp,1961-1990,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1961-1990,submesic,3,0.999990363,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1961-1990,subxeric,2,0.999486061,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1961-1990,xeric,1,0.995352577,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1971-2000,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1971-2000,submesic,3,0.999990363,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1971-2000,subxeric,2,0.998926458,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1971-2000,xeric,1,0.99276149,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1981-2010,mesic,4,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1981-2010,submesic,3,0.999746771,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1981-2010,subxeric,2,0.997932467,L,L,L,L,L,L,L,L,L,L
ESSFmvp,1981-2010,xeric,1,0.990800733,L,L,L,L,L,L,L,L,L,L
ESSFmvp,2020,mesic,4,0.999714188,L,L,L,L,L,L,L,L,L,L
ESSFmvp,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,2020,submesic,3,0.988735186,L,L,L,L,L,L,L,L,M,L
ESSFmvp,2020,subxeric,2,0.972260461,L,L,L,L,L,L,L,L,M,L
ESSFmvp,2020,xeric,1,0.944423553,L,L,L,L,L,L,L,L,H,L
ESSFmvp,2050,mesic,4,0.995431179,L,L,L,L,L,L,L,L,L,L
ESSFmvp,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,2050,submesic,3,0.974211205,L,L,L,L,L,L,L,L,M,L
ESSFmvp,2050,subxeric,2,0.952263439,L,L,L,L,L,L,L,L,M,L
ESSFmvp,2050,xeric,1,0.91620292,L,L,L,M,L,L,L,L,H,L
ESSFmvp,2080,mesic,4,0.988094788,L,L,L,L,L,L,L,L,M,L
ESSFmvp,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmvp,2080,submesic,3,0.962198574,L,L,L,L,L,L,L,L,M,L
ESSFmvp,2080,subxeric,2,0.94057708,L,L,L,L,L,L,L,L,H,L
ESSFmvp,2080,xeric,1,0.904263796,L,L,L,M,L,L,L,L,H,L
ESSFmw,1961-1990,mesic,4,0.999457117,L,L,L,L,L,L,L,L,L,L
ESSFmw,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw,1961-1990,submesic,3,0.998446711,L,L,L,L,L,L,L,L,L,L
ESSFmw,1961-1990,subxeric,2,0.997325748,L,L,L,L,L,L,L,L,L,L
ESSFmw,1961-1990,xeric,1,0.9951255,L,L,L,L,L,L,L,L,L,L
ESSFmw,1971-2000,mesic,4,0.999429164,L,L,L,L,L,L,L,L,L,L
ESSFmw,1971-2000,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw,1971-2000,submesic,3,0.998339794,L,L,L,L,L,L,L,L,L,L
ESSFmw,1971-2000,subxeric,2,0.997294245,L,L,L,L,L,L,L,L,L,L
ESSFmw,1971-2000,xeric,1,0.995161636,L,L,L,L,L,L,L,L,L,L
ESSFmw,1981-2010,mesic,4,0.999193105,L,L,L,L,L,L,L,L,L,L
ESSFmw,1981-2010,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw,1981-2010,submesic,3,0.997761698,L,L,L,L,L,L,L,L,L,L
ESSFmw,1981-2010,subxeric,2,0.996449107,L,L,L,L,L,L,L,L,L,L
ESSFmw,1981-2010,xeric,1,0.993792942,L,L,L,L,L,L,L,L,L,L
ESSFmw,2020,mesic,4,0.976442502,L,L,L,L,L,L,L,L,M,L
ESSFmw,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw,2020,submesic,3,0.948269769,L,L,L,L,L,L,L,L,H,L
ESSFmw,2020,subxeric,2,0.929390678,L,L,L,M,L,L,L,L,H,L
ESSFmw,2020,xeric,1,0.903305708,L,L,L,M,L,L,L,L,H,L
ESSFmw,2050,mesic,4,0.947525773,L,L,L,L,L,L,L,L,H,L
ESSFmw,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw,2050,submesic,3,0.907611082,L,L,L,M,L,L,L,L,H,L
ESSFmw,2050,subxeric,2,0.882941264,L,M,L,M,L,L,L,L,VH,L
ESSFmw,2050,xeric,1,0.850079049,L,M,L,H,L,L,L,L,VH,L
ESSFmw,2080,mesic,4,0.916640626,L,L,L,M,L,L,L,L,H,L
ESSFmw,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw,2080,submesic,3,0.874038229,L,M,L,H,L,L,L,L,VH,L
ESSFmw,2080,subxeric,2,0.849908839,L,H,L,H,L,M,L,L,VH,L
ESSFmw,2080,xeric,1,0.812908311,L,H,L,VH,M,M,L,L,VH,L
ESSFmw1,1961-1990,mesic,4,0.999453687,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1961-1990,submesic,3,0.996190307,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1961-1990,subxeric,2,0.993144953,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1961-1990,xeric,1,0.987943884,L,L,L,L,L,L,L,L,M,L
ESSFmw1,1971-2000,mesic,4,0.999145074,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1971-2000,subhygric,5,0.999954472,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1971-2000,submesic,3,0.995114233,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1971-2000,subxeric,2,0.991205685,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1971-2000,xeric,1,0.98566907,L,L,L,L,L,L,L,L,M,L
ESSFmw1,1981-2010,mesic,4,0.997892159,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1981-2010,subhygric,5,0.999846663,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1981-2010,submesic,3,0.992082762,L,L,L,L,L,L,L,L,L,L
ESSFmw1,1981-2010,subxeric,2,0.986685973,L,L,L,L,L,L,L,L,M,L
ESSFmw1,1981-2010,xeric,1,0.978054661,L,L,L,L,L,L,L,L,M,L
ESSFmw1,2020,mesic,4,0.935808153,L,L,L,L,L,L,L,L,H,L
ESSFmw1,2020,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw1,2020,submesic,3,0.899203774,L,M,L,M,L,L,L,L,VH,L
ESSFmw1,2020,subxeric,2,0.877164729,L,M,L,H,L,L,L,L,VH,L
ESSFmw1,2020,xeric,1,0.846016457,L,H,L,H,L,M,L,L,VH,L
ESSFmw1,2050,mesic,4,0.881920163,L,M,L,M,L,L,L,L,VH,L
ESSFmw1,2050,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw1,2050,submesic,3,0.839493212,L,H,L,H,L,M,L,L,VH,L
ESSFmw1,2050,subxeric,2,0.81566942,L,H,L,VH,M,M,L,L,VH,L
ESSFmw1,2050,xeric,1,0.780809779,M,VH,L,VH,M,H,L,L,VH,M
ESSFmw1,2080,mesic,4,0.849370969,L,H,L,H,L,M,L,L,VH,L
ESSFmw1,2080,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw1,2080,submesic,3,0.807462552,M,H,L,VH,M,M,L,L,VH,M
ESSFmw1,2080,subxeric,2,0.78301621,M,VH,L,VH,M,H,L,L,VH,M
ESSFmw1,2080,xeric,1,0.744441616,H,VH,L,VH,H,VH,M,L,VH,H
ESSFmw2,1961-1990,mesic,4,0.997156521,L,L,L,L,L,L,L,L,L,L
ESSFmw2,1961-1990,subhygric,5,1,L,L,L,L,L,L,L,L,L,L
ESSFmw2,1961-1990,submesic,3,0.991799231,L,L,L,L,L,L,L,L,L,L
ESSFmw2,1961-1990,subxeric,2,0.98726747,L,L,L,L,L,L,L,L,M,L
ESSFmw2,1961-1990,xeric,1,0.978627574,L,L,L,L,L,L,L,L,M,L
ESSFmw2,1971-2000,mesic,4,0.99642462,L,L,L,L,L,L,L,L,L,L
ESSFmw2,1971-2000,subhygric,5,0.99992227,L,L,L,L,L,L,L,L,L,L
ESSFmw2,1971-2000,submesic,3,0.989903968,L,L,L,L,L,L,L,L,M,L
ESSFmw2,1971-2000,subxeric,2,0.984778643,L,L,L,L,L,L,L,L,M,L
ESSFmw2,1971-2000,xeric,1,0.976060698,L,L,L,L,L,L,L,L,M,L
